Time_1	F_1:1	D_1:1	F_1:3	D_1:3	F_1:5	D_1:5	F_1:7	D_1:7	F_1:9	D_1:9	F_1:11	D_1:11	Meas. Temp. Time	Tact
0.121484979987144	0	0	-2.74212652584538E-10	0	4.60204319097102E-10	0	-6.73026079311967E-10	0	3.63797880709171E-11	0	5.60248736292124E-10	0	-0.0901098791509867	20.0121642654202
0.487182176671922	-1.35631150193512	0.0130283449962008	0.0104377111783833	0.0327048535483243	0.130827039940414	0.175204727181665	0.0103266008918581	0.332586910948891	0.408151133229239	-0.0157867751104845	-0.319613191331428	0.266391457800012	0.549150634557009	20.0119273706782
0.866363131441176	0.0718505410477519	0.241281434802602	0.40978908014722	0.0170549719273367	0.245284653170074	0.153514053850216	-0.0971062935168447	0.188790320102669	0.222751723431884	0.0628323337360541	0.396547518553689	0.119706563892436	1.56244729086757	20.0124801250762
1.23630743846297	-1.25333267543465	0.144600374632034	0.509677501121132	0.071868378342856	0.496104502392882	-0.178505184695524	0.87650524863966	0.142278361838493	-0.0258915059730498	-0.0928408941460077	0.0345071674933024	0.225550250587105	2.57296408899128	20.0126380549043
1.60410493053496	-1.43049706611782	0.207613026042509	0.101012404113135	0.0517254473359969	0.984013728512764	-0.0183512789910765	0.418348403240543	0.268896002944047	-0.225184210436055	0.106050167343227	0.54484514744945	0.148333166629271	3.59244407527149	20.0126380549043
1.97660592757165	-1.49459879752249	-0.00615157148502021	0.193145679035752	0.0969379558413266	0.562213269336098	0.0842834903537835	0.0888627909844217	0.0918945528215431	0.136252573003276	-0.128785890928668	0.474801376345113	-0.0110095392737719	4.60242904163897	20.0124801250762
2.34599011391401	-0.250075153075159	-0.00785727078363152	0.102154571909978	0.131329580560163	0.420872059924477	-0.152884760977486	0.0484553430414962	0.118869512534445	-0.188900972369538	-0.307763524171662	-0.557774946210429	-0.0014406359831014	5.61281256750226	20.0128749496463
2.72066621482372	-1.29267229512334	0.125146981168257	0.136723424965112	-0.0465518470783763	0.420323323173761	0.156267297999733	-0.307914371609968	0.0170040771769493	0.709416135354331	0.23830371584296	0.31943519266315	0.00666844324027238	6.63244845718145	20.0131118443883
3.09036095067859	-1.39241284877062	0.122463053178478	0.202148756980023	0.0758834861560445	0.509581859124864	0.0282555303276695	0.484512327363973	0.386653270050175	-0.0824305985997853	-0.0688937922871276	-0.056589768131289	0.189210122718777	7.64245354011655	20.0130328794743
3.46592658106238	-0.843383346684277	0.106820206060604	0.283566479607543	0.118293415843425	0.975547574920711	-0.0412752173112949	0.261467055941921	0.234477437097325	0.649558051629356	-0.0273083770941014	0.877502925577119	0.0810669277759359	8.66249427571893	20.0131908093023
3.83810948487371	-1.1827324507758	-0.0410791889045186	0.0919318606197521	0.168906983342197	0.736246963305348	0.0854424484516016	0.644520391702372	0.0995620506921568	0.21587410572829	0.0510433726489055	0.234497273393117	0.256102058127539	9.67245786823332	20.0132697742164
4.20858876686543	-1.89647081773728	0.209764592561385	0.0348902944219844	-0.00513576005030814	0.467805718345517	-0.00198183141390018	0.263868354652004	0.0606203270570234	0.282216512531249	-0.0510082252315271	0.539511418361144	0.109539862351511	10.6824434632435	20.0133487391304
4.5758745437488	-0.960052113980055	-0.544324819194742	0.280525320866673	0.0822281510822052	0.672409287555183	-0.100008347053233	0.343588996537619	-0.156777574377855	0.136793288956142	0.00171529589036368	0.410023015213937	-0.0808887361046118	11.7024835702032	20.0135856338724
4.94492366351187	-0.317218863405287	0.1685702219836	0.1567433063924	-0.00326500813483221	0.297044706059751	-0.108745174495965	0.624461370246536	0.303281521670698	0.249528265698245	0.12209599253157	0.164254827138393	0.0788079932764845	12.7124635074288	20.0139804584424
5.31223332881927	-0.119926922023296	0.17957128963576	-0.0153008236497953	0.0565419189774445	0.889684301329908	-0.206218645233463	1.07526654682806	0.208317002058436	0.405191342072612	0.0621239077301254	-0.0967763331618698	0.115122223806253	13.7324759541079	20.0143752830125
5.68305270653218	-1.28218430187553	0.13869788978144	0.305230316742382	-0.0368573008687463	1.04564647869574	0.173497731084325	0.402733711650853	0.0262100442381836	-0.198981784247735	-0.0738336322909561	0.327502406339136	0.276595064961384	14.742483551614	20.0147701075825
6.04835700150579	-1.29759228602052	0.00144684939522222	0.171592090625836	0.038958843913008	0.62855704398271	0.0557376796413962	0.258616056152277	-0.158444320479759	0.133498941067501	-0.00348874852525682	0.320607273976293	0.0749769056989464	15.762748084031	20.0147701075825
6.41667563840747	-0.903667359612882	0.0320110508929474	0.241392845634891	0.0183835080040353	0.00385102824702699	0.101396724940457	1.067720848926	0.503101939426642	0.365168889400138	0.0221187600667747	0.141216780534705	0.132811685903363	16.7725501153618	20.0149280374106
6.7852425891906	-1.20599825307727	-0.183904905063969	0.107231282665452	0.156842611498206	1.04159776092911	0.0266389537510747	0.0779996635315001	0.141630232881568	-0.0580904110902338	-0.178509319487432	0.519314143351039	0.257897086851415	17.7829210683703	20.0149280374106
7.16505218669772	-0.45746417157352	-0.0235405553335681	0.121898401254384	0.0103295097463842	0.782703710062378	0.189992478405486	0.379779048655109	0.129827486221615	0.203656192491508	-0.0878196794193968	0.303324057180362	0.1914830474079	18.8024714626372	20.0148490724965
7.53043443337083	-1.18567426595837	0.198110057888528	0.299733076591565	0.0947284778919766	0.91482187555539	0.0475920174299347	-0.279993802982062	-0.337818692746737	0.115933942334777	-0.0205305514372469	0.0400725588388013	0.248775885077521	19.8124941475689	20.0150070023246
7.90470443107188	-0.235087849199772	0.166247963760554	0.00357911460014293	0.0349835183478433	0.209080560965504	-0.0126999437168536	0.242558981018192	-0.0939504522644086	0.371675692535064	0.156721349752985	0.577507582460839	0.0863997576501561	20.8325047083199	20.0151649321526
8.27023818064481	-0.959122114814818	0.233035217915926	0.401663710399589	-0.0178711381637697	0.70449043483859	0.315507419895567	0.500915073249416	0.127309402053896	0.130508325202754	-0.0488508267345082	-0.274221967006724	0.0710607128939387	21.8425173349679	20.0154807918086
8.63443103525788	-0.980971386656165	-0.095232285089196	0.278577310690252	-0.0256380352086865	0.203650948120412	-0.0276373855993768	0.326800635209565	0.125437275311384	0.20058330731581	0.00223481365392786	-0.0359608003855101	0.00186756637705798	22.8524784129113	20.0155597567226
9.00961822271347	-1.35410138219595	0.0325594156045099	0.132063252577154	0.0534473991535833	0.805868259532417	0.27398028017069	0.570160008293897	0.029999294570473	0.0967931598788709	0.162630376061003	-0.254391141352698	0.127085602932851	23.8724782867357	20.0154018268946
9.37617477402091	-0.546202635392547	0.0789028095596223	0.35362680725666	-0.0418098698100948	0.648111954046726	-0.01825949602582	0.501987821680814	0.232358224252039	0.568947462608321	0.013890551524895	0.413587633741827	0.0937373505582002	24.8825003430247	20.0150859672386
9.74561176635325	-0.776019318960607	-0.0249054042490116	-0.0469734646635516	0.0627313053327612	0.384136569959992	0.180163469870138	0.297986462039262	0.202344903719876	-0.0395016752645461	-0.104805285711052	0.063265152835811	0.0332873781291312	25.9024681560695	20.0151649321526
10.1119350912049	-0.662091792561114	-0.102574869201192	0.0869679516545148	0.0552988777415067	0.470803252322639	0.188278903856059	-0.0309509769426768	0.0676112708061396	0.628549272023974	-0.0973242418615712	0.0453655881146915	0.0331254318735148	26.9124920982867	20.0151649321526
10.4781131995842	-0.992811814881861	0.030981721348212	0.199089390882818	0.0398137275689976	0.974949623359407	0.271616520494348	-0.29467586601686	0.222269785329786	-0.157875051064366	0.20652728894504	-0.0466415002756548	0.0276418878668494	27.9224726641551	20.0152438970666
10.8464205209166	-1.22029044479132	-0.122280091080142	0.365501508463694	0.0931139517475117	0.123820528848228	0.314739332998442	0.0917371951763926	-0.230183367865891	0.075157859295814	-0.0429040945800523	0.587269506554094	0.0976796289020001	28.9424813389778	20.0154018268946
11.209751506336	-0.188033190555871	0.330661155899975	0.20709650253184	0.122024900076468	0.395182767225378	0.245409821986897	0.122633926961498	0.186256517376563	0.237919149335994	0.0432305811796709	0.258486183412515	0.132161767915591	29.9525147108361	20.0154807918086
11.5758001143113	-0.988343317061663	-0.276009971935366	0.258690710836618	0.0525135962242302	0.892227398319392	0.0474481519117091	0.163295534431654	0.0723785947623981	0.160137184828727	0.0346233884293952	-0.548065806094201	0.0125999491360176	30.9725837353617	20.0158756163787
11.9469885053113	-0.642529209144413	-0.0251552143666345	0.126348654155208	0.0704313329190143	1.01654687271821	0.218102636926716	0.410886866032797	-0.00244122817915127	0.392238737844764	0.0727306207399181	0.364517230761976	0.0505848976612242	31.9824813203886	20.0160335462067
12.3148067425936	-1.529237405397	0.239313149799443	0.330286212612464	0.0760268883796869	0.488428961945829	0.158867553890218	1.00332905284813	-0.0338609260206795	0.42816368990816	0.0486191436876879	0.0663579274491894	0.064396467478673	32.9925146922469	20.0161914760347
12.6779906256124	0.0288594290614128	-0.144710233535136	0.224159406223862	0.0894652734365309	0.790904390526975	0.0539759162719804	-0.0242270567932792	0.00152915357179495	0.0024983154767142	0.106475030950691	0.208252641170475	0.287410271419105	34.0124969640747	20.0160335462067
13.0501829590648	-0.670261418446898	0.118101014624472	0.39080639031954	0.0179162399104484	0.160960279865321	0.0294893664500648	0.488334395382481	-0.204130551048706	0.223853871262691	-0.0768273391161642	0.22730825220151	0.295999501912178	35.0224970178679	20.0162704409487
13.4242398468778	-0.631786910817027	0.0514365731194744	-0.0130246365079074	0.0803031725139647	0.520674980892181	0.186615832506163	-0.0312025447319684	0.325533620854344	0.0509745007125275	-0.243645381620951	0.0198307801560986	0.019226460564397	36.0425019208342	20.0158756163787
13.7911773556843	-0.60312376357615	-0.255847423482692	0.387607546870186	0.0643443740405303	0.891367409093618	0.264223451244959	0.28286125762952	0.137506565654093	0.553147357407852	0.0522535882792283	0.0138503752154975	0.198131278026608	37.0525107756257	20.0157966514647
14.1581280659884	-0.0776233011856675	-0.0681529032494268	0.0900491094580502	-0.0377450077173762	1.04064843030119	0.158135000659541	0.477521009070188	0.108852013190727	0.587011171748145	0.0617299705191954	0.156820255807361	0.132905395107883	38.0625146012753	20.0160329858621
14.5251787304878	-1.15956140030175	0.105863134743345	0.20213430409558	0.054431397742718	0.622056182934102	0.0479718132335165	-0.157976244850033	0.135537145127785	0.309903467731601	0.161304195962799	-0.317263908124005	0.118684675038679	39.0825050454587	20.0162693202595
14.8984944485128	-0.0901414733380079	-0.189720473920715	0.0513545619687648	0.0411186275778448	0.736494439555372	0.139794964400267	0.338914808809477	-0.0614372019555844	0.539942528675056	-0.103834009078838	0.241947965071631	0.173929992655445	40.0924667520449	20.016584993134
